,Date,Year,Month,Global Temperature Anomaly,Nino 1+2 SST,Nino 1+2 SST Anomaly,Nino 3 SST,Nino 3 SST Anomaly,Nino 3.4 SST,Nino 3.4 SST Anomaly,Nino 4 SST,Nino 4 SST Anomaly,   TNI,SOI,  OLR,   PNA, NOI,ENSO Precipitation Index,BEST,Season (2-Month),MEI.ext,MEI.v2,Season (3-Month),  ONI,RONI,Season (12-Month),ENSO Phase–Intensity (ONI-based),ENSO Phase–Intensity (RONI-based)
481,2/1/1990,1990,FEB,0.44,25.94,-0.16,26.42,0.01,26.96,0.21,28.58,0.38,-1.169,-3,-1,-2.78,1.408,0.981,0.98,JF,0.462,0.45,JFM,0.21,0.33,1990-1991,N,N
482,3/1/1990,1990,MAR,0.8,26.04,-0.44,26.92,-0.28,27.33,0.04,28.63,0.31,-1.237,-0.7,-1.4,0.04,0.761,0.741,0.63,FM,0.742,0.61,FMA,0.28,0.23,1990-1991,N,N
483,4/1/1990,1990,APR,0.56,25.02,-0.52,27.49,-0.1,27.9,0.08,28.75,0.12,-1.228,0.3,-0.7,-0.62,-1.401,0.482,0.33,MA,0.723,0.17,MAM,0.29,0.25,1990-1991,N,N
484,5/1/1990,1990,MAY,0.45,24.18,-0.24,27.41,0.16,28.02,0.08,28.85,-0.06,-1.502,2,0,0.27,-1.015,0.173,-0.29,AM,0.531,0.08,AMJ,0.29,0.28,1990-1991,N,N
485,6/1/1990,1990,JUN,0.37,22.83,-0.3,26.58,-0.04,27.64,-0.08,28.92,-0.05,-1.601,0.5,0.1,-1.39,0.407,-0.537,0.09,MJ,0.422,0.04,MJJ,0.31,0.11,1990-1991,N,N
486,7/1/1990,1990,JUL,0.46,21.3,-0.66,25.81,0.01,27.38,0.09,28.92,0.02,-1.7,0.9,-0.2,-0.26,-1.779,0.308,0.02,JJ,0.352,0.13,JJA,0.33,0.28,1990-1991,N,N
487,8/1/1990,1990,AUG,0.34,20.57,-0.44,25.23,0.11,27.07,0.22,28.92,0.13,-1.934,-0.3,-0.7,1.76,-1.279,0.362,0.45,JA,0.147,0.02,JAS,0.38,0.41,1990-1991,N,N
488,9/1/1990,1990,SEP,0.23,20.24,-0.49,25.02,0.12,26.94,0.22,28.98,0.22,-2.083,-1.2,-0.7,-0.46,-0.368,-0.04,0.52,AS,0.257,0.23,ASO,0.39,0.43,1990-1991,N,N
489,10/1/1990,1990,OCT,0.44,20.31,-0.7,24.84,-0.14,26.93,0.21,29.15,0.39,-1.968,0.4,-0.1,-0.91,0.942,-0.163,0.18,SO,0.454,-0.06,SON,0.35,0.34,1990-1991,N,N
490,11/1/1990,1990,NOV,0.46,21,-0.65,24.9,-0.2,26.81,0.1,29.2,0.5,-1.851,-0.8,-0.5,-1.66,3.355,0.284,0.4,ON,0.382,0.12,OND,0.40,0.26,1990-1991,N,N
491,12/1/1990,1990,DEC,0.4,22.31,-0.5,25.15,-0.08,26.95,0.35,29.19,0.65,-1.754,-0.4,-0.5,-1.62,3.352,0.721,0.4,ND,0.298,0.31,NDJ,0.41,0.55,1990-1991,N,N
492,1/1/1991,1991,JAN,0.42,24.02,-0.54,25.79,0.13,27.03,0.49,28.9,0.58,-1.537,1,-0.4,0.2,1.973,-0.016,0.17,DJ,0.407,0.19,DJF,0.41,0.68,1991-1992,SE,VSE
493,2/1/1991,1991,FEB,0.5,25.72,-0.38,26.41,0,27.07,0.32,28.73,0.54,-1.643,0.4,-0.6,1.13,-1.423,-0.073,0.25,JF,0.413,0.09,JFM,0.26,0.56,1991-1992,SE,VSE
494,3/1/1991,1991,MAR,0.35,26.28,-0.21,27.04,-0.16,27.32,0.03,28.66,0.34,-1.554,-1.1,-0.4,-1.21,-4.147,0.625,0.66,FM,0.493,0.21,FMA,0.22,0.25,1991-1992,SE,VSE
495,4/1/1991,1991,APR,0.51,25.24,-0.3,27.53,-0.05,28.01,0.19,28.97,0.34,-1.553,-1,0,0.38,1.941,-0.028,0.87,MA,0.763,0.2,MAM,0.26,0.39,1991-1992,SE,VSE
496,5/1/1991,1991,MAY,0.34,24.09,-0.33,27.49,0.24,28.2,0.26,29.38,0.46,-1.503,-1.7,-0.1,-0.63,1.095,0.777,1.36,AM,1.014,0.36,AMJ,0.45,0.43,1991-1992,SE,VSE
497,6/1/1991,1991,JUN,0.53,23.33,0.21,27.3,0.68,28.25,0.52,29.35,0.38,-1.624,-0.2,-0.2,-0.92,-0.023,1.275,0.93,MJ,1.184,0.97,MJJ,0.64,0.68,1991-1992,SE,VSE
498,7/1/1991,1991,JUL,0.48,22.56,0.6,26.64,0.83,28.05,0.76,29.34,0.45,-1.418,0,-0.5,0.28,-0.747,0.838,0.7,JJ,1.102,0.91,JJA,0.73,0.89,1991-1992,SE,VSE
499,8/1/1991,1991,AUG,0.39,21.37,0.37,25.63,0.51,27.53,0.68,29.26,0.47,-1.391,-0.7,-1,-0.28,-0.861,0.957,0.8,JA,0.553,0.37,JAS,0.64,0.86,1991-1992,SE,VSE
500,9/1/1991,1991,SEP,0.44,21.19,0.46,25.26,0.36,27.14,0.42,29.09,0.33,-1.237,-2.5,-0.7,1.15,-1.395,0.905,0.97,AS,0.296,0.53,ASO,0.62,0.64,1991-1992,SE,VSE
501,10/1/1991,1991,OCT,0.29,21.67,0.65,25.59,0.61,27.58,0.86,29.47,0.7,-1.258,-1.7,-0.6,-2.35,-0.972,0.703,1.24,SO,0.8,0.97,SON,0.79,1.24,1991-1992,SE,VSE
502,11/1/1991,1991,NOV,0.3,22.38,0.72,26.05,0.95,27.9,1.2,29.39,0.69,-1.114,-1.1,-2.5,0.22,1.875,1.523,0.98,ON,1.257,1.04,OND,1.21,1.63,1991-1992,SE,VSE
503,12/1/1991,1991,DEC,0.32,23.64,0.83,26.48,1.25,28.29,1.69,29.35,0.81,-1.093,-2.9,-1.8,0.17,-3.825,0.593,1.71,ND,1.45,1.23,NDJ,1.53,2.22,1991-1992,SE,VSE
504,1/1/1992,1992,JAN,0.48,25.03,0.47,27.03,1.37,28.38,1.84,28.94,0.62,-1.002,-4.7,-2.2,0.99,-4.153,2.363,2.04,DJ,1.857,1.68,DJF,1.71,2.39,1992-1993,N,WE
505,2/1/1992,1992,FEB,0.4,26.71,0.61,27.67,1.27,28.53,1.78,29.08,0.89,-0.732,-1.5,-1.3,0.09,-8.402,1.624,1.43,JF,2.039,1.59,JFM,1.63,2.34,1992-1993,N,WE
506,3/1/1992,1992,MAR,0.48,27.73,1.24,28.26,1.05,28.66,1.38,28.96,0.64,-0.381,-3.3,-2,0.46,-8.342,2.572,2.21,FM,2.052,1.72,FMA,1.48,1.99,1992-1993,N,WE
507,4/1/1992,1992,APR,0.27,27.72,2.19,28.75,1.17,29.02,1.2,29.09,0.46,-0.294,-1.7,-1.6,-0.29,-3.277,1.665,2.08,MA,2.289,1.98,MAM,1.29,1.79,1992-1993,N,WE
508,5/1/1992,1992,MAY,0.31,26.63,2.22,28.44,1.19,28.98,1.04,29.23,0.31,-0.392,0.4,-1.8,1.2,-2.12,1.716,1.21,AM,2.404,1.68,AMJ,1.06,1.41,1992-1993,N,WE
509,6/1/1992,1992,JUN,0.26,23.98,0.85,27.17,0.55,28.3,0.58,29.24,0.27,-0.48,-1,-1,1.36,-2.053,0.842,1.19,MJ,2.293,1.51,MJJ,0.73,0.84,1992-1993,N,WE
510,7/1/1992,1992,JUL,0.09,21.89,-0.07,25.75,-0.06,27.51,0.22,29.21,0.31,-0.912,-1,-0.4,0.38,-2.161,0.039,0.68,JJ,1.742,0.61,JJA,0.37,0.44,1992-1993,N,WE
511,8/1/1992,1992,AUG,0.08,20.87,-0.14,25.03,-0.08,26.91,0.05,28.93,0.14,-1.192,0.6,-0.2,-0.37,0.417,-0.112,-0.08,JA,0.723,-0.02,JAS,0.09,0.33,1992-1993,N,WE
512,9/1/1992,1992,SEP,-0.01,20.76,0.03,24.83,-0.07,26.65,-0.06,28.86,0.1,-1.226,0.1,0,-1.13,0.281,0.434,-0.02,AS,0.464,0.4,ASO,-0.13,0.18,1992-1993,N,WE
513,10/1/1992,1992,OCT,0.07,21.02,0.01,24.64,-0.34,26.42,-0.3,28.76,0,-1.098,-2.3,-0.5,0.4,-2.741,-0.91,0.71,SO,0.751,0.67,SON,-0.25,-0.05,1992-1993,N,WE
514,11/1/1992,1992,NOV,0.03,21.59,-0.07,24.64,-0.46,26.42,-0.28,28.69,-0.01,-1.054,-1.1,-1.1,0.8,0.898,0.624,0.36,ON,0.765,0.62,OND,-0.28,0.07,1992-1993,N,WE
515,12/1/1992,1992,DEC,0.22,22.71,-0.1,24.87,-0.36,26.44,-0.15,28.61,0.07,-0.831,-0.9,-1.5,-1.53,-0.86,0.356,0.39,ND,0.808,0.73,NDJ,-0.13,0.22,1992-1993,N,WE
516,1/1/1993,1993,JAN,0.34,24.55,-0.01,25.55,-0.11,26.69,0.14,28.54,0.22,-0.746,-1.5,-0.7,-1.48,-6.047,0.166,0.59,DJ,0.925,0.79,DJF,0.09,0.48,1993-1994,N,N
517,2/1/1993,1993,FEB,0.37,26.4,0.3,26.8,0.39,27.16,0.41,28.3,0.1,-0.63,-1.2,-1.6,0.44,-7.893,0.708,0.68,JF,1.049,0.9,JFM,0.30,0.81,1993-1994,N,N
518,3/1/1993,1993,MAR,0.36,27.09,0.6,27.61,0.4,27.67,0.39,28.37,0.05,-0.404,-0.8,-1,0.94,-2.469,0.705,0.83,FM,1.177,0.77,FMA,0.50,0.78,1993-1994,N,N
519,4/1/1993,1993,APR,0.28,26.79,1.25,28.42,0.84,28.41,0.59,28.66,0.04,-0.273,-1.9,-2,1.26,-0.714,1.339,1.74,MA,1.44,0.99,MAM,0.67,1.01,1993-1994,N,N
520,5/1/1993,1993,MAY,0.28,25.57,1.15,28.33,1.07,28.71,0.78,28.98,0.07,-0.383,-0.6,-1.5,2.43,-7.225,1.117,1.21,AM,1.86,1.48,AMJ,0.70,1.11,1993-1994,N,N
521,6/1/1993,1993,JUN,0.23,24.16,1.04,27.06,0.44,28.08,0.35,29.01,0.04,-0.529,-1.4,-1.4,0.66,-1.215,0.732,1.41,MJ,1.835,1.52,MJJ,0.57,0.56,1993-1994,N,N
522,7/1/1993,1993,JUL,0.25,22.66,0.7,26.05,0.24,27.52,0.23,28.97,0.07,-0.784,-1.3,-1.3,-0.28,-0.212,0.21,0.91,JJ,1.228,0.9,JJA,0.32,0.47,1993-1994,N,N
523,8/1/1993,1993,AUG,0.11,21.57,0.56,25.36,0.24,26.99,0.13,28.92,0.13,-0.935,-1.6,-0.6,-0.17,-2.359,0.579,0.89,JA,0.724,0.6,JAS,0.25,0.43,1993-1994,N,N
524,9/1/1993,1993,SEP,0.11,21.11,0.38,25.22,0.32,27.07,0.35,29.06,0.3,-1.137,-1.2,-0.9,-0.97,-0.408,0.155,0.62,AS,0.795,0.61,ASO,0.15,0.63,1993-1994,N,N
525,10/1/1993,1993,OCT,0.24,21.57,0.55,25.11,0.13,26.77,0.06,28.78,0.02,-1.135,-1.8,-1.5,-0.17,-3.037,0.776,0.92,SO,1.186,0.96,SON,0.10,0.32,1993-1994,N,N
526,11/1/1993,1993,NOV,0.03,21.96,0.31,25.09,-0.01,26.71,0,28.79,0.09,-1.046,-0.1,-0.1,-0.35,-0.252,0.173,0.25,ON,1.158,0.71,OND,0.04,0.15,1993-1994,N,N
527,12/1/1993,1993,DEC,0.18,22.83,0.02,25.31,0.09,26.76,0.16,28.72,0.18,-0.826,0.3,-0.7,0.42,0.239,0.154,0.14,ND,0.784,0.27,NDJ,0.06,0.36,1993-1994,N,N
528,1/1/1994,1994,JAN,0.26,24.47,-0.09,25.86,0.2,26.64,0.1,28.43,0.11,-1.097,-0.2,-0.1,-0.8,1.699,0.126,0.2,DJ,0.644,-0.01,DJF,0.06,0.31,1994-1995,ME,ME
529,2/1/1994,1994,FEB,0.02,25.77,-0.33,26.33,-0.08,26.81,0.06,28.14,-0.06,-1.277,0.4,0.6,-1.27,-1.061,-0.137,-0.05,JF,0.422,-0.21,JFM,0.07,0.29,1994-1995,ME,ME
530,3/1/1994,1994,MAR,0.29,25.48,-1.01,26.85,-0.35,27.39,0.11,28.37,0.05,-1.463,-1.1,0.3,0.23,-1,-0.811,0.54,FM,0.278,-0.22,FMA,0.17,0.39,1994-1995,ME,ME
531,4/1/1994,1994,APR,0.41,24.27,-1.27,27.2,-0.38,28.08,0.26,28.74,0.11,-1.8,-2.1,-0.3,-0.7,-0.003,0.269,1.12,MA,0.646,0.02,MAM,0.31,0.6,1994-1995,ME,ME
532,5/1/1994,1994,MAY,0.28,23.36,-1.06,27.15,-0.1,28.24,0.31,29.14,0.23,-2.347,-1.1,-0.1,0.48,-0.914,0.161,0.87,AM,1.011,-0.02,AMJ,0.42,0.63,1994-1995,ME,ME
533,6/1/1994,1994,JUN,0.43,22.21,-0.91,26.56,-0.06,28.04,0.32,29.23,0.26,-2.666,-0.7,0.1,-1.36,1,0.598,0.83,MJ,0.992,0.26,MJJ,0.41,0.68,1994-1995,ME,ME
534,7/1/1994,1994,JUL,0.3,21.09,-0.87,25.53,-0.28,27.54,0.24,29.4,0.5,-2.618,-2.2,-0.3,-0.06,-0.782,1.021,1.08,JJ,0.885,0.96,JJA,0.44,0.61,1994-1995,ME,ME
535,8/1/1994,1994,AUG,0.22,19.98,-1.03,24.86,-0.26,27.38,0.53,29.5,0.71,-2.445,-2,-0.6,-1.38,-0.926,0.707,1.3,JA,0.731,0.88,JAS,0.43,0.93,1994-1995,ME,ME
536,9/1/1994,1994,SEP,0.31,20.58,-0.15,24.85,-0.05,27.2,0.48,29.3,0.54,-2.277,-2.6,-1,-2.02,-1.407,1.279,1.12,AS,0.796,1.1,ASO,0.55,0.9,1994-1995,ME,ME
537,10/1/1994,1994,OCT,0.43,21.81,0.8,25.5,0.52,27.47,0.75,29.45,0.69,-1.857,-1.9,-0.6,-0.09,-1.6,1.279,1.25,SO,1.355,1.52,SON,0.74,1.02,1994-1995,ME,ME
538,11/1/1994,1994,NOV,0.44,22.26,0.6,25.99,0.89,27.81,1.11,29.44,0.75,-1.313,-0.9,-1.4,-1.61,1.356,0.847,1,ON,1.447,1.01,OND,1.01,1.4,1994-1995,ME,ME
539,12/1/1994,1994,DEC,0.39,23.67,0.86,26.05,0.82,27.85,1.25,29.46,0.92,-1.182,-2,-2.8,0.39,-2.533,1.145,1.25,ND,1.319,0.92,NDJ,1.09,1.61,1994-1995,ME,ME
540,1/1/1995,1995,JAN,0.52,25.3,0.73,26.43,0.77,27.57,1.02,29.04,0.72,-1.499,-0.7,-1.7,0.2,-11.749,0.345,0.85,DJ,1.337,0.83,DJF,0.96,1.29,1995-1996,ML,ML
541,2/1/1995,1995,FEB,0.79,26.2,0.1,26.85,0.45,27.49,0.73,28.91,0.71,-1.744,-0.2,-0.6,0.68,-2.735,-0.099,0.69,JF,1.196,0.54,JFM,0.72,0.9,1995-1996,ML,ML
542,3/1/1995,1995,MAR,0.46,26,-0.49,27.18,-0.03,27.75,0.46,29.03,0.71,-2.076,1.2,0,0.03,-4.533,-0.52,0.47,FM,0.935,0.18,FMA,0.53,0.66,1995-1996,ML,ML
543,4/1/1995,1995,APR,0.47,23.99,-1.55,27.18,-0.4,28.1,0.28,29.14,0.52,-2.374,-1.1,0.2,0.04,-0.973,0.389,0.98,MA,0.83,0.14,MAM,0.30,0.47,1995-1996,ML,ML
544,5/1/1995,1995,MAY,0.27,23,-1.41,26.53,-0.72,27.82,-0.11,29.31,0.39,-2.405,-0.6,0.2,0.09,-1.434,0.139,0.62,AM,0.94,0.14,AMJ,0.14,-0.02,1995-1996,ML,ML
545,6/1/1995,1995,JUN,0.43,22.2,-0.93,26.07,-0.55,27.59,-0.14,29.18,0.21,-2.145,0.2,0.4,0.9,-0.292,-0.097,0.26,MJ,0.813,0.02,MJJ,-0.03,-0.15,1995-1996,ML,ML
546,7/1/1995,1995,JUL,0.45,21.35,-0.61,25.36,-0.44,27.08,-0.21,28.93,0.03,-1.806,0.7,0.4,-0.74,-1.075,-0.172,-0.02,JJ,0.483,-0.28,JJA,-0.24,-0.21,1995-1996,ML,ML
547,8/1/1995,1995,AUG,0.45,20.6,-0.41,24.21,-0.9,26.23,-0.63,28.65,-0.14,-1.333,0.5,0.7,-0.33,-1.786,-1.372,-0.22,JA,0.258,-0.71,JAS,-0.54,-0.59,1995-1996,ML,ML
548,9/1/1995,1995,SEP,0.33,20.44,-0.28,23.86,-1.04,25.88,-0.84,28.41,-0.35,-0.849,0.4,0.4,1.22,-0.161,-1.141,-0.4,AS,-0.081,-0.94,ASO,-0.81,-0.79,1995-1996,ML,ML
549,10/1/1995,1995,OCT,0.46,20.46,-0.55,23.98,-1,25.84,-0.88,28.31,-0.45,-0.595,0,0.9,0.11,1.31,-0.514,-0.25,SO,-0.274,-0.74,SON,-0.97,-0.82,1995-1996,ML,ML
550,11/1/1995,1995,NOV,0.45,21.37,-0.28,24.04,-1.07,25.6,-1.1,28.11,-0.59,-0.335,0.1,0.8,-0.73,0.83,-1.216,-0.36,ON,-0.407,-0.77,OND,-1.00,-1.13,1995-1996,ML,ML
551,12/1/1995,1995,DEC,0.26,21.96,-0.85,24.25,-0.98,25.65,-0.95,28.04,-0.5,-0.059,-0.8,1,0.62,-1.4,-0.908,0,ND,-0.432,-0.9,NDJ,-0.98,-0.91,1995-1996,ML,ML
552,1/1/1996,1996,JAN,0.24,23.92,-0.65,24.85,-0.81,25.69,-0.86,27.85,-0.47,0.021,1.6,1.7,-0.68,1.09,-0.985,-0.58,DJ,-0.437,-0.85,DJF,-0.90,-0.79,1996-1997,N,N
553,2/1/1996,1996,FEB,0.46,25.66,-0.44,25.73,-0.67,25.89,-0.86,27.67,-0.52,-0.294,0.4,1.6,-0.7,-3.874,-1.228,-0.36,JF,-0.421,-0.8,JFM,-0.75,-0.91,1996-1997,N,N
554,3/1/1996,1996,MAR,0.32,26.16,-0.33,26.67,-0.53,26.67,-0.61,27.92,-0.4,-0.398,1.9,1.1,-0.75,-1.118,-0.222,-0.47,FM,-0.348,-0.66,FMA,-0.59,-0.61,1996-1997,N,N
555,4/1/1996,1996,APR,0.33,23.62,-1.92,26.75,-0.83,27.35,-0.47,28.17,-0.46,-0.779,1.3,0.4,0.51,0.299,-0.639,-0.54,MA,-0.361,-0.76,MAM,-0.39,-0.35,1996-1997,N,N
556,5/1/1996,1996,MAY,0.27,22.97,-1.44,26.51,-0.74,27.55,-0.38,28.46,-0.45,-1.188,0.5,0.4,0.37,-1.566,-0.412,-0.5,AM,-0.435,-0.85,AMJ,-0.31,-0.21,1996-1997,N,N
557,6/1/1996,1996,JUN,0.25,21.24,-1.89,25.86,-0.76,27.29,-0.44,28.49,-0.48,-1.344,1.9,0.5,-1.18,1.471,-0.161,-0.6,MJ,-0.272,-0.91,MJJ,-0.30,-0.33,1996-1997,N,N
558,7/1/1996,1996,JUL,0.36,20.7,-1.26,25.17,-0.64,26.85,-0.44,28.45,-0.45,-1.233,1.1,0.5,0.18,0.022,-0.427,-0.28,JJ,-0.214,-0.83,JJA,-0.27,-0.32,1996-1997,N,N
559,8/1/1996,1996,AUG,0.49,20.14,-0.87,24.69,-0.42,26.64,-0.22,28.47,-0.32,-1.266,1.2,0.5,-0.93,0.935,-0.511,-0.36,JA,-0.218,-0.64,JAS,-0.32,-0.06,1996-1997,N,N
560,9/1/1996,1996,SEP,0.26,20.08,-0.65,24.41,-0.5,26.27,-0.45,28.4,-0.37,-1.073,1,0.6,-0.27,1.728,-0.439,-0.42,AS,-0.22,-0.32,ASO,-0.35,-0.35,1996-1997,N,N
561,10/1/1996,1996,OCT,0.22,20.31,-0.7,24.39,-0.59,26.27,-0.44,28.45,-0.31,-1.019,1,0.5,-0.67,2.151,-0.966,-0.25,SO,-0.327,-0.37,SON,-0.40,-0.27,1996-1997,N,N
562,11/1/1996,1996,NOV,0.42,20.56,-1.1,24.45,-0.66,26.29,-0.41,28.47,-0.23,-1.1,-0.1,0.5,-0.44,1.419,-0.635,-0.02,ON,-0.213,-0.34,OND,-0.45,-0.2,1996-1997,N,N
563,12/1/1996,1996,DEC,0.37,21.68,-1.13,24.22,-1.01,25.95,-0.64,28.35,-0.19,-0.97,1.5,0.7,-1.53,-1.733,-1.051,-0.41,ND,-0.203,-0.47,NDJ,-0.49,-0.43,1996-1997,N,N
564,1/1/1997,1997,JAN,0.32,23.66,-0.9,24.77,-0.89,26.01,-0.53,28.33,0.01,-0.68,0.8,0.5,0.16,-2.977,0.177,-0.25,DJ,-0.453,-0.65,DJF,-0.50,-0.25,1997-1998,VSE,VSE
565,2/1/1997,1997,FEB,0.41,25.88,-0.22,25.73,-0.68,26.38,-0.37,28.39,0.19,-0.464,2.9,0.5,0.45,6.571,-0.898,-0.61,JF,-0.577,-0.71,JFM,-0.36,-0.06,1997-1998,VSE,VSE
566,3/1/1997,1997,MAR,0.52,27.03,0.54,26.86,-0.35,27.04,-0.25,28.56,0.24,0.051,-0.7,-1,-1.56,2.004,1.262,0.44,FM,-0.323,-0.3,FMA,-0.10,0.03,1997-1998,VSE,VSE
567,4/1/1997,1997,APR,0.33,26.44,0.91,27.47,-0.12,27.98,0.16,29.22,0.59,0.742,-1,-1.2,0.29,-0.95,1.248,0.97,MA,0.529,0.15,MAM,0.28,0.54,1997-1998,VSE,VSE
568,5/1/1997,1997,MAY,0.34,26.54,2.12,27.9,0.65,28.58,0.64,29.44,0.53,1.314,-2.2,-1.7,0.77,-4.599,2.136,2.1,AM,1.61,0.71,AMJ,0.75,0.98,1997-1998,VSE,VSE
569,6/1/1997,1997,JUN,0.55,26.12,3,28.13,1.51,28.82,1.09,29.23,0.26,1.83,-2.3,-0.9,-0.25,-2.225,3.531,2.16,MJ,2.602,2.34,MJJ,1.22,1.33,1997-1998,VSE,VSE
570,7/1/1997,1997,JUL,0.34,25.59,3.63,27.9,2.09,28.86,1.56,29.37,0.47,2.386,-1.2,-1.5,0.1,-0.972,1.957,1.88,JJ,3.12,2.27,JJA,1.60,1.71,1997-1998,VSE,VSE
571,8/1/1997,1997,AUG,0.41,24.96,3.96,27.71,2.59,28.75,1.89,29.29,0.5,2.785,-2.4,-1.7,-0.55,-3.765,2.994,2.44,JA,3.181,2.27,JAS,1.90,2.04,1997-1998,VSE,VSE
572,9/1/1997,1997,SEP,0.52,24.69,3.96,27.74,2.84,28.85,2.13,29.44,0.68,2.961,-2.4,-1.4,0.22,-4.213,3.06,2.2,AS,3.168,2.2,ASO,2.14,2.26,1997-1998,VSE,VSE
573,10/1/1997,1997,OCT,0.61,24.69,3.67,28.06,3.08,29.08,2.36,29.34,0.58,3.262,-2.4,-2.6,-0.12,-1.741,3.203,2.1,SO,3.214,2.06,SON,2.33,2.44,1997-1998,VSE,VSE
574,11/1/1997,1997,NOV,0.65,26.12,4.47,28.37,3.27,29.12,2.41,29.39,0.69,3.195,-2,-0.6,0.86,-8.608,2.133,1.88,ON,3.201,2.14,OND,2.40,2.43,1997-1998,VSE,VSE
575,12/1/1997,1997,DEC,0.59,27.06,4.25,28.53,3.3,28.89,2.29,29.11,0.57,3.08,-1.6,-1.5,0.85,-2.092,2.285,1.68,ND,3.022,2.11,NDJ,2.39,2.22,1997-1998,VSE,VSE
576,1/1/1998,1998,JAN,0.58,28.12,3.55,28.74,3.08,28.93,2.38,28.95,0.64,2.942,-4.4,-0.7,0.3,-8.112,2.476,2.62,DJ,2.822,2.29,DJF,2.24,2.37,1998-1999,SL,SL
577,2/1/1998,1998,FEB,0.88,28.74,2.64,28.9,2.49,28.78,2.03,28.79,0.59,2.958,-3.4,-0.3,0.89,-10.934,1.968,2.37,JF,2.823,2.45,JFM,1.93,1.89,1998-1999,SL,SL
578,3/1/1998,1998,MAR,0.63,29.23,2.74,29.12,1.92,28.62,1.34,28.62,0.3,2.815,-4,0.1,0.69,-3.578,1.347,2.44,FM,2.944,2.28,FMA,1.44,1.19,1998-1999,SL,SL
579,4/1/1998,1998,APR,0.63,28.22,2.68,29.22,1.64,28.6,0.78,28.56,-0.07,2.788,-2.4,1,0.85,-0.944,1.119,1.58,MA,2.821,2.61,MAM,0.99,0.67,1998-1999,SL,SL
580,5/1/1998,1998,MAY,0.68,27.14,2.72,28.64,1.39,28.51,0.57,28.66,-0.26,2.745,0.4,-0.3,-1.87,-2.547,1.01,0.69,AM,2.336,2.32,AMJ,0.45,0.45,1998-1999,SL,SL
581,6/1/1998,1998,JUN,0.77,25.36,2.24,26.99,0.37,27.34,-0.39,28.26,-0.71,2.636,1.6,-0.1,0.09,1.351,-0.882,-0.54,MJ,1.355,0.41,MJJ,-0.13,-0.69,1998-1999,SL,SL
582,7/1/1998,1998,JUL,0.66,23.37,1.42,25.42,-0.38,26.3,-0.99,28.11,-0.78,2.193,2,0.5,1.67,0.856,-0.27,-1.1,JJ,0.18,-1.54,JJA,-0.78,-1.25,1998-1999,SL,SL
583,8/1/1998,1998,AUG,0.65,21.97,0.96,24.45,-0.67,25.57,-1.28,27.77,-1.02,1.922,1.9,0.6,-0.6,1.579,-0.97,-1.05,JA,-0.731,-1.82,JAS,-1.12,-1.56,1998-1999,SL,SL
584,9/1/1998,1998,SEP,0.42,20.95,0.22,23.95,-0.95,25.46,-1.26,27.74,-1.02,1.789,1.7,0.9,0.42,-1.561,-1.173,-0.99,AS,-0.863,-1.4,ASO,-1.31,-1.4,1998-1999,SL,SL
585,10/1/1998,1998,OCT,0.42,21.35,0.33,23.99,-0.99,25.25,-1.46,27.42,-1.34,1.904,1.8,0.8,0.77,1.959,-1.013,-1.11,SO,-0.759,-1.29,SON,-1.35,-1.6,1998-1999,SL,SL
586,11/1/1998,1998,NOV,0.43,21.51,-0.14,24.24,-0.86,25.24,-1.46,27.24,-1.45,2.073,1.7,1,0.7,0.938,-1.084,-1.13,ON,-0.857,-1.34,OND,-1.48,-1.56,1998-1999,SL,SL
587,12/1/1998,1998,DEC,0.54,22.63,-0.18,24.13,-1.1,24.91,-1.69,27.06,-1.48,2.508,2.3,1.3,-0.39,8.101,-0.984,-1.25,ND,-0.973,-1.29,NDJ,-1.57,-1.73,1998-1999,SL,SL
588,1/1/1999,1999,JAN,0.48,23.79,-0.78,24.41,-1.25,24.86,-1.69,26.64,-1.68,2.577,3,1.8,-0.44,4.302,-1.148,-1.51,DJ,-1.108,-1.28,DJF,-1.55,-1.65,1999-2000,SL,SL
589,2/1/1999,1999,FEB,0.64,25.56,-0.54,25.52,-0.88,25.43,-1.32,26.56,-1.64,2.338,1.6,1.3,-0.46,3.174,-0.802,-1.15,JF,-1.231,-1.2,JFM,-1.30,-1.26,1999-2000,SL,SL
590,3/1/1999,1999,MAR,0.33,26.45,-0.04,26.68,-0.52,26.33,-0.95,26.98,-1.35,2.029,2.1,1.5,0.38,0.822,-0.978,-0.93,FM,-1.121,-1.15,FMA,-1.07,-0.93,1999-2000,SL,SL
591,4/1/1999,1999,APR,0.32,24.64,-0.9,26.71,-0.87,26.7,-1.11,27.41,-1.21,1.512,2.3,1,0.05,4.186,-1.697,-1.13,MA,-1.098,-1.17,MAM,-0.98,-1.07,1999-2000,SL,SL
592,5/1/1999,1999,MAY,0.26,23.73,-0.69,26.45,-0.81,26.79,-1.15,27.89,-1.03,0.883,0.4,0.7,-0.05,2.295,-1.314,-0.67,AM,-1.187,-1.34,AMJ,-1.02,-1,1999-2000,SL,SL
593,6/1/1999,1999,JUN,0.36,22.36,-0.76,25.72,-0.9,26.53,-1.19,27.96,-1.01,0.539,0.4,0.5,0.43,0.057,-0.607,-0.76,MJ,-0.975,-1.26,MJJ,-1.04,-0.96,1999-2000,SL,SL
