,Date,Year,Month,Global Temperature Anomaly,Nino 1+2 SST,Nino 1+2 SST Anomaly,Nino 3 SST,Nino 3 SST Anomaly,Nino 3.4 SST,Nino 3.4 SST Anomaly,Nino 4 SST,Nino 4 SST Anomaly,   TNI,SOI,  OLR,   PNA, NOI,ENSO Precipitation Index,BEST,Season (2-Month),MEI.ext,MEI.v2,Season (3-Month),  ONI,RONI,Season (12-Month),ENSO Phase–Intensity (ONI-based),ENSO Phase–Intensity (RONI-based)
250,11/1/1970,1970,NOV,0.02,20.48,-1.17,23.62,-1.48,25.57,-1.13,27.57,-1.13,0.231,2.6,,-1.15,-3.005,,-1.28,ON,-1.06,,OND,-0.86,-0.66,1970-1971,ML,WL
251,12/1/1970,1970,DEC,-0.12,21.66,-1.15,23.91,-1.32,25.27,-1.33,27.04,-1.5,0.454,3.2,,-1.09,1.076,,-1.21,ND,-1.128,,NDJ,-1.15,-0.8,1970-1971,ML,WL
252,1/1/1971,1971,JAN,-0.02,23.13,-1.44,24.08,-1.58,24.81,-1.73,26.65,-1.67,0.566,0.6,,-2.43,5.065,,-0.77,DJ,-1.281,,DJF,-1.36,-1.28,1971-1972,WL,N
253,2/1/1971,1971,FEB,-0.15,24.42,-1.68,24.84,-1.57,25.18,-1.57,26.81,-1.38,0.862,3.3,,-0.16,7.349,,-1.33,JF,-1.563,,JFM,-1.38,-1.02,1971-1972,WL,N
254,3/1/1971,1971,MAR,-0.18,25.03,-1.45,25.9,-1.3,25.92,-1.36,27.01,-1.31,0.692,3.8,,-0.28,3.831,,-1.59,FM,-1.873,,FMA,-1.12,-0.77,1971-1972,WL,N
255,4/1/1971,1971,APR,-0.07,24.87,-0.66,26.54,-1.04,26.63,-1.18,27.46,-1.17,0.4,2.8,,0.23,2.526,,-1.71,MA,-1.979,,MAM,-0.85,-0.69,1971-1972,WL,N
256,5/1/1971,1971,MAY,-0.05,23.18,-1.24,26.13,-1.12,26.95,-0.98,27.85,-1.07,0.397,1.4,,1.09,2.057,,-1.02,AM,-1.764,,AMJ,-0.73,-0.34,1971-1972,WL,N
257,6/1/1971,1971,JUN,-0.16,21.58,-1.54,25.38,-1.24,26.6,-1.13,27.83,-1.14,0.211,0.7,,0.51,0.491,,-0.72,MJ,-1.534,,MJJ,-0.74,-0.4,1971-1972,WL,N
258,7/1/1971,1971,JUL,-0.08,20.93,-1.03,24.68,-1.12,26.13,-1.17,27.69,-1.2,0.1,0.4,,-1.74,1.12,,-0.45,JJ,-1.304,,JJA,-0.80,-0.48,1971-1972,WL,N
259,8/1/1971,1971,AUG,-0.01,19.77,-1.23,23.79,-1.33,25.75,-1.1,27.54,-1.25,0.097,2.5,,-0.81,-0.427,,-1.1,JA,-1.041,,JAS,-0.77,-0.44,1971-1972,WL,N
260,9/1/1971,1971,SEP,-0.05,19.51,-1.22,23.86,-1.04,25.72,-1,27.3,-1.46,0.145,2.3,,0.15,0.79,,-1.07,AS,-1.296,,ASO,-0.82,-0.39,1971-1972,WL,N
261,10/1/1971,1971,OCT,-0.04,19.72,-1.29,23.65,-1.33,25.47,-1.24,27.44,-1.32,0.087,2.8,,-1.35,3.652,,-1.19,SO,-1.398,,SON,-0.85,-0.57,1971-1972,WL,N
262,11/1/1971,1971,NOV,-0.07,20.89,-0.76,23.79,-1.31,25.56,-1.15,27.71,-0.98,0.221,0.9,,-0.26,3.086,,-0.66,ON,-1.102,,OND,-0.96,-0.48,1971-1972,WL,N
263,12/1/1971,1971,DEC,-0.08,21.82,-0.99,23.75,-1.48,25.37,-1.23,27.86,-0.68,0.259,0.4,,-1.76,2.492,,-0.42,ND,-0.986,,NDJ,-0.90,-0.5,1971-1972,WL,N
264,1/1/1972,1972,JAN,-0.22,24.19,-0.38,24.93,-0.73,25.62,-0.92,27.63,-0.69,0.447,0.8,,-2.46,4.455,,-0.35,DJ,-0.651,,DJF,-0.71,-0.42,1972-1973,SE,SE
265,2/1/1972,1972,FEB,-0.18,26.55,0.45,25.88,-0.52,26.3,-0.45,27.89,-0.31,0.576,1.8,,-2.27,1.071,,-0.38,JF,-0.258,,JFM,-0.35,-0.01,1972-1973,SE,SE
266,3/1/1972,1972,MAR,0.03,27.07,0.58,26.91,-0.29,27.09,-0.19,28.16,-0.16,0.661,1.1,,-0.1,1.899,,-0.15,FM,-0.146,,FMA,0.06,0.49,1972-1973,SE,SE
267,4/1/1972,1972,APR,0,26.17,0.64,27.58,0,27.89,0.07,28.74,0.11,0.851,-0.2,,-1.95,-0.093,,0.45,MA,0.08,,MAM,0.41,0.76,1972-1973,SE,SE
268,5/1/1972,1972,MAY,-0.03,25.13,0.71,27.46,0.21,28.32,0.38,29.03,0.11,1.134,-2.6,,0.21,-1.278,,1.55,AM,0.751,,AMJ,0.67,1.07,1972-1973,SE,SE
269,6/1/1972,1972,JUN,0.04,24.9,1.78,27.23,0.61,28.18,0.45,29.07,0.1,1.52,-0.9,,-0.15,-1.259,,1.24,MJ,1.546,,MJJ,0.92,0.98,1972-1973,SE,SE
270,7/1/1972,1972,JUL,0.01,23.99,2.03,27.01,1.2,28.14,0.85,29.03,0.13,1.659,-2.4,,-1.13,-1.687,,1.68,JJ,2.087,,JJA,1.13,1.3,1972-1973,SE,SE
271,8/1/1972,1972,AUG,0.16,23.38,2.37,26.74,1.63,27.95,1.09,28.75,-0.04,1.642,-0.8,,-0.04,-1.633,,1.45,JA,2.209,,JAS,1.37,1.51,1972-1973,SE,SE
272,9/1/1972,1972,SEP,0.02,21.96,1.23,26.33,1.43,27.95,1.23,28.87,0.11,1.482,-2.2,,0.13,-0.636,,1.54,AS,2.068,,ASO,1.58,1.67,1972-1973,SE,SE
273,10/1/1972,1972,OCT,0.08,22.4,1.39,26.72,1.74,28.26,1.54,29.16,0.4,1.186,-1.5,,-1.49,-2.359,,1.55,SO,1.88,,SON,1.84,1.92,1972-1973,SE,SE
274,11/1/1972,1972,NOV,0.02,23.03,1.38,27.09,1.99,28.61,1.9,29.23,0.53,0.6,-0.6,,0.53,-1.25,,1.17,ON,1.844,,OND,2.09,2.29,1972-1973,SE,SE
275,12/1/1972,1972,DEC,0.18,24.82,2.01,27.47,2.25,28.69,2.09,29.21,0.67,0.122,-2.1,,-0.86,-0.2,,1.76,ND,2.008,,NDJ,2.12,2.41,1972-1973,SE,SE
276,1/1/1973,1973,JAN,0.29,25.83,1.26,27.44,1.78,28.34,1.8,28.99,0.67,-0.293,-0.5,,-0.88,-2.303,,1.07,DJ,2.023,,DJF,1.84,2.09,1973-1974,SL,SL
277,2/1/1973,1973,FEB,0.32,26.26,0.16,27.2,0.79,27.95,1.2,28.59,0.4,-0.675,-2.3,,-0.14,-8.273,,1.27,JF,1.756,,JFM,1.25,1.56,1973-1974,SL,SL
278,3/1/1973,1973,MAR,0.29,25.91,-0.58,27.29,0.09,27.55,0.27,28.33,0.01,-1.108,1.2,,0.53,2.683,,0.5,FM,1.303,,FMA,0.54,0.54,1973-1974,SL,SL
279,4/1/1973,1973,APR,0.27,24.43,-1.11,26.75,-0.83,27.24,-0.58,28.25,-0.37,-1.22,0.1,,0.11,3.538,,0.18,MA,0.743,,MAM,-0.10,-0.44,1973-1974,SL,SL
280,5/1/1973,1973,MAY,0.23,23.05,-1.37,25.93,-1.32,26.96,-0.97,28.48,-0.43,-1.119,0.7,,0.67,0.334,,-0.47,AM,0.154,,AMJ,-0.54,-0.86,1973-1974,SL,SL
281,6/1/1973,1973,JUN,0.19,21.51,-1.61,25.21,-1.41,26.55,-1.18,28.15,-0.82,-0.855,1.8,,1.01,1.967,,-1.13,MJ,-0.52,,MJJ,-0.87,-0.99,1973-1974,SL,SL
282,7/1/1973,1973,JUL,0.13,20.73,-1.23,24.15,-1.66,25.76,-1.54,27.85,-1.05,-0.561,1,,-0.26,0.96,,-1.07,JJ,-1.077,,JJA,-1.11,-1.34,1973-1974,SL,SL
283,8/1/1973,1973,AUG,0.05,19.39,-1.62,23.5,-1.62,25.22,-1.63,27.44,-1.35,-0.038,2.1,,-0.95,2.282,,-1.4,JA,-1.363,,JAS,-1.28,-1.39,1973-1974,SL,SL
284,9/1/1973,1973,SEP,0.09,19.42,-1.31,23.38,-1.52,25.06,-1.66,27.27,-1.49,0.501,2,,-0.27,0.876,,-1.41,AS,-1.664,,ASO,-1.45,-1.46,1973-1974,SL,SL
285,10/1/1973,1973,OCT,0.1,19.93,-1.08,23.29,-1.69,24.73,-1.98,27.11,-1.65,1.149,1.3,,-0.74,1.553,,-1.28,SO,-1.742,,SON,-1.71,-1.78,1973-1974,SL,SL
286,11/1/1973,1973,NOV,0.04,20.54,-1.12,23.28,-1.82,24.33,-2.37,26.77,-1.92,1.717,4.3,,-1.66,0.726,,-2.38,ON,-1.591,,OND,-1.95,-2.15,1973-1974,SL,SL
287,12/1/1973,1973,DEC,-0.07,21.67,-1.14,23.37,-1.85,24.33,-2.26,26.5,-2.04,1.969,3,,0.23,0.595,,-1.73,ND,-1.768,,NDJ,-2.03,-1.92,1973-1974,SL,SL
288,1/1/1974,1974,JAN,-0.1,23.21,-1.35,23.86,-1.8,24.46,-2.09,26.3,-2.02,2.145,4,,-1.54,0.56,,-1.83,DJ,-2.024,,DJF,-1.84,-1.57,1974-1975,WL,WL
289,2/1/1974,1974,FEB,-0.27,24.72,-1.38,25.07,-1.34,25.1,-1.66,26.72,-1.48,2.129,3.4,,-1.5,5.932,,-1.49,JF,-2.188,,JFM,-1.55,-1.12,1974-1975,WL,WL
290,3/1/1974,1974,MAR,-0.05,25.65,-0.84,26.24,-0.96,25.84,-1.45,27.17,-1.15,1.962,4,,-1.1,-1.769,,-1.75,FM,-2.088,,FMA,-1.23,-0.88,1974-1975,WL,WL
291,4/1/1974,1974,APR,-0.11,25.14,-0.39,26.77,-0.81,26.46,-1.36,27.43,-1.2,1.728,1.6,,-0.73,3.414,,-1.24,MA,-1.802,,MAM,-1.03,-0.86,1974-1975,WL,WL
292,5/1/1974,1974,MAY,-0.04,24.21,-0.2,26.36,-0.89,26.64,-1.29,27.77,-1.14,1.703,1.6,,-0.4,2.223,,-1.21,AM,-1.241,,AMJ,-0.91,-0.84,1974-1975,WL,WL
293,6/1/1974,1974,JUN,-0.05,22.35,-0.78,25.78,-0.84,26.53,-1.2,27.89,-1.08,1.502,0.7,1.1,-1.36,0.209,,-0.63,MJ,-0.821,,MJJ,-0.77,-0.67,1974-1975,WL,WL
294,7/1/1974,1974,JUL,-0.03,21.38,-0.58,25.22,-0.59,26.39,-0.9,27.74,-1.16,1.229,1.9,0,-0.09,0.3,,-0.96,JJ,-0.976,,JJA,-0.53,-0.41,1974-1975,WL,WL
295,8/1/1974,1974,AUG,0.1,20.54,-0.46,24.72,-0.4,26.33,-0.52,27.97,-0.82,0.89,1.3,1,0.9,0.759,,-0.47,JA,-0.858,,JAS,-0.37,-0.03,1974-1975,WL,WL
296,9/1/1974,1974,SEP,-0.08,20.09,-0.63,24.27,-0.63,26.08,-0.64,27.71,-1.05,0.824,1.8,0.9,0.35,-0.324,,-0.66,AS,-0.543,,ASO,-0.41,-0.13,1974-1975,WL,WL
297,10/1/1974,1974,OCT,-0.06,19.81,-1.2,23.95,-1.03,25.78,-0.94,27.53,-1.23,0.636,1.5,1.1,0.93,2.549,,-0.74,SO,-0.815,,SON,-0.61,-0.39,1974-1975,WL,WL
298,11/1/1974,1974,NOV,-0.08,20.65,-1,24,-1.11,25.61,-1.09,27.55,-1.14,0.479,-0.2,1,0.53,1.337,,-0.25,ON,-1.094,,OND,-0.75,-0.57,1974-1975,WL,WL
299,12/1/1974,1974,DEC,-0.08,21.35,-1.46,24.19,-1.04,25.63,-0.97,27.42,-1.12,0.361,0.3,0.1,0.38,4.283,,-0.39,ND,-1.033,,NDJ,-0.64,-0.39,1974-1975,WL,WL
300,1/1/1975,1975,JAN,0.1,23.41,-1.15,25.12,-0.54,26.09,-0.45,27.61,-0.71,0.6,-0.8,-0.2,-1.2,4.746,,0.13,DJ,-0.703,,DJF,-0.54,0.22,1975-1976,SL,SL
301,2/1/1975,1975,FEB,0.08,24.92,-1.18,25.56,-0.85,26.07,-0.68,27.65,-0.55,0.749,1.3,1.1,-0.51,-0.692,,-0.35,JF,-0.479,,JFM,-0.57,-0.07,1975-1976,SL,SL
302,3/1/1975,1975,MAR,0.13,26.16,-0.33,26.34,-0.87,26.19,-1.09,27.46,-0.86,0.855,2.6,1.1,-0.81,-0.405,,-0.78,FM,-0.625,,FMA,-0.65,-0.53,1975-1976,SL,SL
303,4/1/1975,1975,APR,0.04,25.53,0,27.01,-0.57,26.86,-0.96,27.63,-0.99,0.949,1.9,0.7,-0.67,3.509,,-0.96,MA,-0.953,,MAM,-0.73,-0.35,1975-1976,SL,SL
304,5/1/1975,1975,MAY,0.16,23.45,-0.96,26.16,-1.09,26.8,-1.13,27.77,-1.15,1.337,1.1,1.4,0.6,0.864,,-0.99,AM,-1.083,,AMJ,-0.83,-0.54,1975-1976,SL,SL
305,6/1/1975,1975,JUN,-0.01,21.7,-1.43,25.22,-1.4,26.23,-1.5,27.54,-1.43,1.46,2.1,1,-0.31,1.392,,-1.66,MJ,-1.168,,MJJ,-0.98,-0.94,1975-1976,SL,SL
306,7/1/1975,1975,JUL,-0.01,21.03,-0.93,24.61,-1.19,25.9,-1.39,27.37,-1.53,1.503,3.1,1.2,-1.53,0.624,,-1.85,JJ,-1.408,,JJA,-1.13,-0.85,1975-1976,SL,SL
307,8/1/1975,1975,AUG,-0.17,20.06,-0.95,24.04,-1.08,25.33,-1.52,27.03,-1.76,1.734,3.3,1.4,-1.1,3.053,,-1.75,JA,-1.744,,JAS,-1.20,-0.94,1975-1976,SL,SL
308,9/1/1975,1975,SEP,-0.02,19.16,-1.57,23.5,-1.41,25.05,-1.66,26.71,-2.05,1.933,3.4,1.3,-0.23,2.615,,-1.83,AS,-2.055,,ASO,-1.37,-1.04,1975-1976,SL,SL
309,10/1/1975,1975,OCT,-0.11,19.04,-1.97,23.37,-1.61,24.89,-1.83,26.55,-2.21,1.984,2.8,1.4,-0.65,2.151,,-1.57,SO,-2.27,,SON,-1.43,-1.18,1975-1976,SL,SL
310,11/1/1975,1975,NOV,-0.17,19.41,-2.25,23.67,-1.44,25.05,-1.66,26.58,-2.11,1.946,1.9,1.3,-0.63,3.264,,-1.32,ON,-2.19,,OND,-1.55,-0.87,1975-1976,SL,SL
311,12/1/1975,1975,DEC,-0.17,20.93,-1.88,23.41,-1.81,24.67,-1.93,26.39,-2.15,1.909,3.5,1.9,-0.16,4.765,,-1.57,ND,-1.909,,NDJ,-1.65,-1.18,1975-1976,SL,SL
312,1/1/1976,1976,JAN,-0.03,23.45,-1.12,23.76,-1.9,24.54,-2.01,26.58,-1.74,1.725,2.3,1.1,-0.25,5.938,,-1.33,DJ,-1.764,,DJF,-1.56,-1.31,1976-1977,WE,ME
313,2/1/1976,1976,FEB,-0.06,25.46,-0.64,25.3,-1.1,25.49,-1.26,26.89,-1.3,1.727,2.8,1.2,-2.38,2.33,,-1.09,JF,-1.626,,JFM,-1.17,-0.58,1976-1977,WE,ME
314,3/1/1976,1976,MAR,-0.22,25.96,-0.53,26.53,-0.67,26.46,-0.82,27.34,-0.98,1.697,2.9,0.3,-1.78,4.956,,-0.91,FM,-1.459,,FMA,-0.73,-0.06,1976-1977,WE,ME
315,4/1/1976,1976,APR,-0.07,25.7,0.17,26.92,-0.66,26.88,-0.93,27.8,-0.82,1.813,0.5,0.7,0.92,-1.774,,-0.35,MA,-1.289,,MAM,-0.47,-0.27,1976-1977,WE,ME
316,5/1/1976,1976,MAY,-0.2,25.12,0.7,26.91,-0.34,27.2,-0.74,28.15,-0.77,2.059,0.6,0.4,0.58,0.244,,-0.59,AM,-0.777,,AMJ,-0.28,0,1976-1977,WE,ME
317,6/1/1976,1976,JUN,-0.12,24.5,1.37,26.94,0.33,27.35,-0.38,28.21,-0.76,2.355,0.4,-0.4,-1.32,-0.622,,0.11,MJ,-0.007,,MJJ,-0.05,0.26,1976-1977,WE,ME
318,7/1/1976,1976,JUL,-0.1,23.57,1.61,26.24,0.43,27.13,-0.16,28.18,-0.72,2.206,-1.4,-0.5,-0.12,-1.251,,0.84,JJ,0.674,,JJA,0.18,0.44,1976-1977,WE,ME
319,8/1/1976,1976,AUG,-0.12,22.26,1.25,25.87,0.76,26.98,0.12,28.17,-0.62,1.882,-1.3,-0.6,-0.62,-0.653,,0.87,JA,0.771,,JAS,0.35,0.68,1976-1977,WE,ME
320,9/1/1976,1976,SEP,-0.06,21.55,0.83,25.72,0.82,27.02,0.3,28.26,-0.5,1.353,-1.9,-0.3,-0.04,-1.777,,1.04,AS,0.948,,ASO,0.62,0.88,1976-1977,WE,ME
321,10/1/1976,1976,OCT,-0.24,21.52,0.51,25.89,0.91,27.46,0.75,28.73,-0.03,0.809,0.7,-0.5,0.91,0.778,,0.46,SO,1.272,,SON,0.81,1.25,1976-1977,WE,ME
322,11/1/1976,1976,NOV,-0.06,22.15,0.49,25.88,0.78,27.41,0.71,28.78,0.09,0.303,1.2,0.2,1.72,0.032,,0.12,ON,0.982,,OND,0.86,1.16,1976-1977,WE,ME
323,12/1/1976,1976,DEC,0.11,23.2,0.39,25.89,0.66,27.09,0.49,28.29,-0.25,0.066,-0.6,-0.8,0.21,0.625,,0.59,ND,0.731,,NDJ,0.85,0.99,1976-1977,WE,ME
324,1/1/1977,1977,JAN,0.19,24.8,0.23,26.54,0.88,27.32,0.78,28.22,-0.1,-0.165,-0.7,-0.7,1.6,0.306,,0.66,DJ,0.71,,DJF,0.71,1.24,1977-1978,WE,WE
325,2/1/1977,1977,FEB,0.23,25.72,-0.38,26.96,0.56,27.13,0.37,28.05,-0.15,-0.266,2,0.6,2.43,4.662,,0.08,JF,0.651,,JFM,0.64,0.8,1977-1978,WE,WE
326,3/1/1977,1977,MAR,0.24,26.02,-0.46,27.42,0.22,27.47,0.19,28.09,-0.23,-0.445,-0.9,-1.1,-0.69,4.331,,0.8,FM,0.548,,FMA,0.34,0.74,1977-1978,WE,WE
327,4/1/1977,1977,APR,0.26,24.95,-0.59,26.94,-0.64,27.44,-0.38,28.39,-0.23,-0.658,-0.7,0,-0.32,0.704,,0.33,MA,0.558,,MAM,0.23,0.02,1977-1978,WE,WE
328,5/1/1977,1977,MAY,0.33,23.49,-0.92,26.87,-0.38,27.72,-0.21,28.56,-0.35,-0.907,-0.8,0.4,-0.56,-1.105,,0.7,AM,0.511,,AMJ,0.21,0.17,1977-1978,WE,WE
329,6/1/1977,1977,JUN,0.27,22.52,-0.61,26.43,-0.19,27.74,0.01,28.8,-0.17,-1.185,-1.5,0.4,0.57,0.206,,1.21,MJ,0.421,,MJJ,0.34,0.37,1977-1978,WE,WE
330,7/1/1977,1977,JUL,0.2,21.46,-0.5,25.57,-0.23,27.38,0.09,28.84,-0.06,-1.527,-1.9,-0.2,-1.04,1.129,,1.2,JJ,0.641,,JJA,0.35,0.51,1977-1978,WE,WE
331,8/1/1977,1977,AUG,0.18,20.1,-0.9,24.73,-0.38,26.85,-0.01,28.71,-0.08,-1.733,-1.3,0,2.2,-2.197,,0.83,JA,0.749,,JAS,0.42,0.38,1977-1978,WE,WE
332,9/1/1977,1977,SEP,0.02,19.61,-1.11,24.87,-0.03,27.12,0.4,28.95,0.19,-1.947,-1.3,0,-0.72,-1.923,,0.83,AS,0.715,,ASO,0.57,0.84,1977-1978,WE,WE
333,10/1/1977,1977,OCT,0.03,20.54,-0.47,25.25,0.27,27.35,0.63,29.04,0.28,-2.106,-1.7,-0.2,1.25,-0.706,,1.16,SO,0.831,,SON,0.73,1.11,1977-1978,WE,WE
334,11/1/1977,1977,NOV,0.16,21.19,-0.47,25.3,0.19,27.19,0.48,29.02,0.32,-1.912,-2.1,-0.7,-0.22,0.418,,1.31,ON,1.01,,OND,0.81,0.95,1977-1978,WE,WE
335,12/1/1977,1977,DEC,0.03,22.26,-0.55,25.48,0.25,27.29,0.7,28.95,0.41,-1.635,-1.7,-1.9,-0.8,-6.57,,1.12,ND,1.112,,NDJ,0.79,1.21,1977-1978,WE,WE
336,1/1/1978,1978,JAN,0.06,24.15,-0.41,25.79,0.14,27.17,0.62,28.72,0.4,-1.571,-0.5,-0.9,0.13,-7.837,,0.64,DJ,0.939,,DJF,0.69,0.98,1978-1979,N,N
337,2/1/1978,1978,FEB,0.1,25.7,-0.4,26.41,0,27,0.25,28.39,0.19,-1.283,-4.4,-0.9,1.4,-6.265,,1.41,JF,0.846,,JFM,0.42,0.63,1978-1979,N,N
338,3/1/1978,1978,MAR,0.19,25.28,-1.21,26.75,-0.46,27.09,-0.2,28.18,-0.14,-1,-0.3,,-0.18,-5.78,,0.42,FM,0.895,,FMA,0.06,0.17,1978-1979,N,N
339,4/1/1978,1978,APR,0.17,24.76,-0.77,26.64,-0.94,27.12,-0.7,28.04,-0.59,-0.983,-0.5,,-0.19,-2.177,,0.11,MA,0.57,,MAM,-0.18,-0.4,1978-1979,N,N
340,5/1/1978,1978,MAY,0.09,23.17,-1.25,26.1,-1.15,27.2,-0.74,28.52,-0.4,-0.905,2.2,,-0.73,3.151,,-1.02,AM,0.023,,AMJ,-0.31,-0.32,1978-1979,N,N
341,6/1/1978,1978,JUN,-0.01,21.94,-1.18,25.65,-0.97,27.02,-0.71,28.41,-0.56,-0.785,1.1,,-0.92,2.891,,-0.48,MJ,-0.235,,MJJ,-0.29,-0.37,1978-1979,N,N
342,7/1/1978,1978,JUL,0.04,21.02,-0.94,24.95,-0.86,26.74,-0.55,28.28,-0.62,-0.732,0.9,,-2.43,2.047,,-0.47,JJ,-0.137,,JJA,-0.36,-0.2,1978-1979,N,N
343,8/1/1978,1978,AUG,-0.14,19.63,-1.37,24.1,-1.02,26.07,-0.79,28.2,-0.59,-0.616,0.7,,0.02,1.419,,-0.5,JA,0.19,,JAS,-0.42,-0.39,1978-1979,N,N
344,9/1/1978,1978,SEP,0.06,19.84,-0.88,24.18,-0.72,26.01,-0.71,28.28,-0.48,-0.349,0.1,,1.38,1.318,,-0.34,AS,-0.056,,ASO,-0.42,-0.25,1978-1979,N,N
345,10/1/1978,1978,OCT,0.03,20.06,-0.96,24.57,-0.41,26.25,-0.46,28.2,-0.56,-0.084,-0.6,,0.69,0.83,,0.15,SO,-0.142,,SON,-0.29,0.05,1978-1979,N,N
346,11/1/1978,1978,NOV,0.14,21.61,-0.04,24.79,-0.31,26.33,-0.38,28.31,-0.39,0.022,0,,-0.48,0.989,,0.08,ON,0.39,,OND,-0.08,0.06,1978-1979,N,N
347,12/1/1978,1978,DEC,0.08,22.9,0.09,25.24,0.01,26.54,-0.06,28.37,-0.17,-0.188,-0.1,,-1.02,1.565,,0.19,ND,0.626,,NDJ,0.00,0.35,1978-1979,N,N
348,1/1/1979,1979,JAN,0.08,24.72,0.16,25.34,-0.32,26.41,-0.13,28.36,0.04,-0.343,-0.7,-0.7,-1.54,-3.011,1.015,0.28,DJ,0.577,0.46,DJF,0.03,0.11,1979-1980,WE,WE
349,2/1/1979,1979,FEB,-0.1,25.52,-0.58,26.12,-0.29,26.53,-0.22,28.09,-0.11,-0.309,1.6,-0.6,-2.73,0.203,0.705,-0.17,JF,0.402,0.29,JFM,0.07,0.05,1979-1980,WE,WE
350,3/1/1979,1979,MAR,0.19,25.91,-0.58,27.15,-0.06,27.27,-0.02,28.3,-0.02,-0.347,0.2,-0.3,0.08,-2.035,0.173,0.35,FM,0.132,-0.05,FMA,0.20,0.3,1979-1980,WE,WE
351,4/1/1979,1979,APR,0.15,25.69,0.15,27.65,0.07,27.83,0.02,28.6,-0.02,-0.187,-0.2,0.3,-0.15,-0.973,-0.152,0.48,MA,0.164,0.22,MAM,0.28,0.28,1979-1980,WE,WE
352,5/1/1979,1979,MAY,0.03,24.29,-0.13,27.2,-0.05,27.69,-0.25,28.74,-0.18,0.067,0.8,0,1.27,-0.271,-0.096,-0.2,AM,0.623,0.27,AMJ,0.23,0.03,1979-1980,WE,WE
353,6/1/1979,1979,JUN,0.14,23.28,0.16,26.47,-0.15,27.43,-0.29,28.73,-0.24,0.333,1.1,0.3,-1.64,2.218,-1.127,-0.12,MJ,0.637,-0.11,MJJ,0.05,-0.08,1979-1980,WE,WE
354,7/1/1979,1979,JUL,0.04,21.7,-0.26,25.49,-0.31,26.82,-0.47,28.7,-0.2,0.44,2.2,0.5,0.51,-2.333,-0.877,-0.68,JJ,0.346,-0.1,JJA,0.04,-0.19,1979-1980,WE,WE
355,8/1/1979,1979,AUG,0.17,20.94,-0.07,25.25,0.13,26.75,-0.1,28.34,-0.45,0.462,-0.3,0.2,0.67,-1.179,0.659,0.46,JA,0.584,0.47,JAS,0.17,0.21,1979-1980,WE,WE
356,9/1/1979,1979,SEP,0.25,21.15,0.43,25.48,0.58,26.99,0.28,28.47,-0.29,0.302,0.2,-0.1,1.02,-1.069,-0.366,0.37,AS,0.876,0.38,ASO,0.33,0.58,1979-1980,WE,WE
357,10/1/1979,1979,OCT,0.26,21.46,0.45,25.42,0.44,26.83,0.11,28.58,-0.18,0.007,-0.2,-0.7,1.85,-3.067,-0.024,0.37,SO,0.818,0.23,SON,0.45,0.39,1979-1980,WE,WE
358,11/1/1979,1979,NOV,0.28,21.8,0.14,25.5,0.39,26.99,0.29,28.81,0.12,-0.285,-0.7,-0.5,0.51,-1.94,-0.213,0.5,ON,0.831,0.53,OND,0.52,0.5,1979-1980,WE,WE
359,12/1/1979,1979,DEC,0.48,22.73,-0.08,25.66,0.43,27.11,0.52,28.83,0.29,-0.758,-1.2,-0.5,-0.68,-3.921,0.341,0.78,ND,1.012,0.63,NDJ,0.64,0.73,1979-1980,WE,WE
360,1/1/1980,1980,JAN,0.29,24.32,-0.25,26.04,0.38,27.08,0.54,28.69,0.37,-1.073,0.7,0.6,-1.01,-5.111,-0.737,0.25,DJ,1.014,0.33,DJF,0.59,0.74,1980-1981,N,N
361,2/1/1980,1980,FEB,0.39,25.68,-0.42,26.44,0.03,26.97,0.22,28.56,0.36,-1.201,0.5,0.4,2.03,-8.808,-0.462,0.24,JF,0.813,0.21,JFM,0.46,0.46,1980-1981,N,N
362,3/1/1980,1980,MAR,0.29,26.48,-0.01,27.03,-0.18,27.31,0.03,28.51,0.19,-1.04,-0.7,-1.1,-0.64,1.919,0.412,0.54,FM,0.832,0.39,FMA,0.34,0.22,1980-1981,N,N
363,4/1/1980,1980,APR,0.3,25.54,0,27.38,-0.2,27.75,-0.07,28.76,0.14,-0.996,-1,0,1.66,-0.811,-0.337,0.87,MA,1.167,0.5,MAM,0.38,0.14,1980-1981,N,N
364,5/1/1980,1980,MAY,0.35,23.98,-0.43,27.1,-0.15,28.01,0.08,29.18,0.26,-1.039,0,-0.2,-0.16,0.384,0.759,0.43,AM,1.249,0.45,AMJ,0.48,0.27,1980-1981,N,N
365,6/1/1980,1980,JUN,0.2,22.76,-0.36,26.7,0.08,27.94,0.21,29.13,0.16,-1.039,0,-0.7,-0.81,1.308,-0.131,0.63,MJ,0.919,0.55,MJJ,0.46,0.51,1980-1981,N,N
366,7/1/1980,1980,JUL,0.22,21.12,-0.84,25.57,-0.23,27.23,-0.06,28.92,0.02,-1.018,-0.1,-0.3,-0.81,-0.727,0.566,0.23,JJ,0.783,0.47,JJA,0.25,0.2,1980-1981,N,N
367,8/1/1980,1980,AUG,0.18,20.52,-0.48,24.78,-0.34,26.48,-0.38,28.5,-0.29,-1.135,0.6,-0.9,-2.03,-0.748,-0.975,-0.14,JA,0.689,0.03,JAS,0.03,-0.13,1980-1981,N,N
368,9/1/1980,1980,SEP,0.21,20.43,-0.3,24.72,-0.18,26.44,-0.28,28.49,-0.27,-1.284,-0.8,0,-0.08,-1.227,0.106,0.24,AS,0.411,0.12,ASO,-0.07,-0.05,1980-1981,N,N
